_id,Proposal Number:,institution,country,role
1639,QRLP7-U-4440008,University of Westminster,United Kingdom,Academic Institution
1640,QRLP7-U-4440008,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1641,QRLP7-U-4440004,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1642,QRLP7-U-4440004,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1643,QRLP7-U-3330037,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1644,QRLP7-U-3330037,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1645,QRLP7-U-2220003,Nottingham Trent University,United Kingdom,Academic Institution
1646,QRLP7-U-2220003,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1647,QRLP7-U-1712086,University of Pittsburgh,United States,Academic Institution
1648,QRLP7-U-1712086,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1649,QRLP7-U-1712085,Arizona State University,United States,Academic Institution
1650,QRLP7-U-1712085,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1651,QRLP7-U-1711079,Cardiff University,United Kingdom,Academic Institution
1652,QRLP7-U-1711079,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1653,QRLP7-U-1711077,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1654,QRLP7-U-1711077,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1655,QRLP7-U-1711076,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1656,QRLP7-U-1711076,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1657,QRLP7-U-1711075,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1658,QRLP7-U-1711075,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1659,QRLP7-U-1711074,Qatar University,Qatar,Academic Institution
1660,QRLP7-U-1711074,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1661,QRLP7-P-1711081,Stanford University,United States,Academic Institution
1662,QRLP7-P-1711081,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1663,QRLP7-MG-4440058,Qatar Environment and Energy Research Institute,Qatar,Academic Institution
1664,QRLP7-MG-4440058,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1665,QRLP7-MG-4440102,Siemens Corporate Research,United States,Academic Institution
1666,QRLP7-MG-4440102,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1667,QRLP7-MG-4440081,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1668,QRLP7-MG-4440068,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1669,QRLP7-MG-4440064,Carnegie Mellon University - Qatar,Qatar,Academic Institution
1670,QRLP7-MG-4440064,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1671,QRLP7-MG-3330106,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1672,QRLP7-MG-3330079,Hamad Bin Khalifa University,Qatar,Academic Institution
1673,QRLP7-MG-3330079,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1674,QRLP7-MG-3330002,"University of California, Los Angeles (UCLA)",United States,Academic Institution
1675,QRLP7-MG-3330002,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1676,QRLP7-MG-2220005,Qatar National Research Fund (QNRF),Qatar,Academic Institution
1677,QRLP7-MG-2220005,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1678,QRLP7-MG-1711070,Qatar Foundation Research and Development,Qatar,Academic Institution
1679,QRLP7-MG-1711070,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1680,QRLP7-MG-1711069,Qatar Foundation Research and Development,Qatar,Academic Institution
1681,QRLP7-MG-1711069,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1682,QRLP7-MG-1711068,Qatar Foundation Research and Development,Qatar,Academic Institution
1683,QRLP7-MG-1711068,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1684,QRLP7-G-4440094,Massachusetts Institute of Technology (MIT),United States,Academic Institution
1685,QRLP7-G-4440094,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1686,QRLP7-G-4440077,Loughborough University,United Kingdom,Academic Institution
1687,QRLP7-G-4440077,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1688,QRLP7-G-4440092,University of Waterloo,Canada,Academic Institution
1689,QRLP7-G-4440092,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1690,QRLP7-G-4440090,University of Groningen,Netherlands,Academic Institution
1691,QRLP7-G-4440090,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1692,QRLP7-G-4440087,Imperial College London,United Kingdom,Academic Institution
1693,QRLP7-G-4440087,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1694,QRLP7-G-4440072,Harvard University,United States,Academic Institution
1695,QRLP7-G-4440072,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1696,QRLP7-G-4440062,Loughborough University,United Kingdom,Academic Institution
1697,QRLP7-G-4440062,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1698,QRLP7-G-4440054,University of Pittsburgh,United States,Academic Institution
1699,QRLP7-G-4440054,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1700,QRLP7-G-3330125,University of Virginia,United States,Academic Institution
1701,QRLP7-G-3330125,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1702,QRLP7-G-3330124,Imperial College London,United Kingdom,Academic Institution
1703,QRLP7-G-3330124,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1704,QRLP7-G-3330119,Imperial College London,United Kingdom,Academic Institution
1705,QRLP7-G-3330119,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1706,QRLP7-G-3330117,University of Oxford,United Kingdom,Academic Institution
1707,QRLP7-G-3330117,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1708,QRLP7-G-3330116,University of Calgary,Canada,Academic Institution
1709,QRLP7-G-3330116,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1710,QRLP7-G-3330103,Harvard University,United States,Academic Institution
1711,QRLP7-G-3330103,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1712,QRLP7-G-3330083,University of Southampton,United Kingdom,Academic Institution
1713,QRLP7-G-3330083,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1714,QRLP7-G-3330076,Loughborough University,United Kingdom,Academic Institution
1715,QRLP7-G-3330076,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1716,QRLP7-G-3330075,University of British Columbia,Canada,Academic Institution
1717,QRLP7-G-3330075,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1718,QRLP7-G-3330073,University College London (UCL) - Qatar,Qatar,Academic Institution
1719,QRLP7-G-3330073,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1720,QRLP7-G-3330063,Johns Hopkins University,United States,Academic Institution
1721,QRLP7-G-3330063,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1722,QRLP7-G-3330059,Northumbria University,United Kingdom,Academic Institution
1723,QRLP7-G-3330059,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1724,QRLP7-G-3330058,Imperial College London,United Kingdom,Academic Institution
1725,QRLP7-G-3330058,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1726,QRLP7-G-3330053,Cambridge University,United Kingdom,Academic Institution
1727,QRLP7-G-3330053,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1728,QRLP7-G-3330041,University of Michigan,United States,Academic Institution
1729,QRLP7-G-3330041,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1730,QRLP7-G-3330035,Texas A&amp;M University,United States,Academic Institution
1731,QRLP7-G-3330035,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1732,QRLP7-G-3330034,Qatar University,Qatar,Academic Institution
1733,QRLP7-G-3330034,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1734,QRLP7-G-3330031,Qatar University,Qatar,Academic Institution
1735,QRLP7-G-3330031,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1736,QRLP7-G-3330029,Carnegie Mellon University,United States,Academic Institution
1737,QRLP7-G-3330029,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1738,QRLP7-G-3330016,Qatar University,Qatar,Academic Institution
1739,QRLP7-G-3330016,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1740,QRLP7-G-3330013,McGill University,Canada,Academic Institution
1741,QRLP7-G-3330013,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1742,QRLP7-G-3330004,University of Birmingham,United Kingdom,Academic Institution
1743,QRLP7-G-3330004,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1744,QRLP7-G-1711084,University of East Anglia,United Kingdom,Academic Institution
1745,QRLP7-G-1711084,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1746,QRLP7-G-1711083,Imperial College London,United Kingdom,Academic Institution
1747,QRLP7-G-1711083,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1748,QRLP7-G-1711082,University College London,United Kingdom,Academic Institution
1749,QRLP7-G-1711082,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1750,QRLP7-G-1711080,King's College London,United Kingdom,Academic Institution
1751,QRLP7-G-1711080,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1752,QRLP7-G-1711078,Imperial College London,United Kingdom,Academic Institution
1753,QRLP7-G-1711078,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1754,QRLP7-G-1711073,"University of California, Los Angeles (UCLA)",United States,Academic Institution
1755,QRLP7-G-1711073,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1756,QRLP7-G-1711072,King's College London,United Kingdom,Academic Institution
1757,QRLP7-G-1711072,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1758,QRLP7-G-1711071,University of East Anglia,United Kingdom,Academic Institution
1759,QRLP7-G-1711071,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1760,QRLP7-G-1711067,"University of California, Berkeley",United States,Academic Institution
1761,QRLP7-G-1711067,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1762,QRLP6-U-4440066,University of Calgary - Qatar,Qatar,Academic Institution
1763,QRLP6-U-4440066,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1764,QRLP6-U-4440045,Georgetown University School of Foreign Service in Qatar,Qatar,Academic Institution
1765,QRLP6-U-4440045,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1766,QRLP6-U-4440040,Pennsylvania State University,United States,Academic Institution
1767,QRLP6-U-4440040,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1768,QRLP6-U-4440036,University of Nottingham,United Kingdom,Academic Institution
1769,QRLP6-U-4440036,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1770,QRLP6-U-4440033,University of Liverpool,United Kingdom,Academic Institution
1771,QRLP6-U-4440033,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1772,QRLP6-U-4440032,Western Michigan University,United States,Academic Institution
1773,QRLP6-U-4440032,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1774,QRLP6-U-4440031,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1775,QRLP6-U-4440031,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1776,QRLP6-U-4440029,University of Southampton,United Kingdom,Academic Institution
1777,QRLP6-U-4440029,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1778,QRLP6-U-4440023,Qatar University,Qatar,Academic Institution
1779,QRLP6-U-4440023,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1780,QRLP6-U-4440019,King's College London,United Kingdom,Academic Institution
1781,QRLP6-U-4440019,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1782,QRLP6-U-4440017,Qatar University,Qatar,Academic Institution
1783,QRLP6-U-4440017,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1784,QRLP6-U-4440015,Carnegie Mellon University - Qatar,Qatar,Academic Institution
1785,QRLP6-U-4440015,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1786,QRLP6-U-4440012,Arizona State University,United States,Academic Institution
1787,QRLP6-U-4440012,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1788,QRLP6-U-4440010,"Queen Mary, University of London",United Kingdom,Academic Institution
1789,QRLP6-U-4440010,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1790,QRLP6-U-4440006,University of Utah,United States,Academic Institution
1791,QRLP6-U-4440006,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1792,QRLP6-U-4440007,Carnegie Mellon University - Qatar,Qatar,Academic Institution
1793,QRLP6-U-4440007,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1794,QRLP6-U-4440003,Arizona State University,United States,Academic Institution
1795,QRLP6-U-4440003,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1796,QRLP6-U-4440002,"University of California, Davis",United States,Academic Institution
1797,QRLP6-U-4440002,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1798,QRLP6-U-4440001,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1799,QRLP6-U-4440001,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1800,QRLP6-U-3330111,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1801,QRLP6-U-3330111,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1802,QRLP6-U-3330096,Qatar University,Qatar,Academic Institution
1803,QRLP6-U-3330096,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1804,QRLP6-U-3330092,Oregon State University,United States,Academic Institution
1805,QRLP6-U-3330092,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1806,QRLP6-U-3330044,Carnegie Mellon University - Qatar,Qatar,Academic Institution
1807,QRLP6-U-3330044,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1808,QRLP6-U-3330078,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1809,QRLP6-U-3330078,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1810,QRLP6-U-3330023,University of Lincoln,United Kingdom,Academic Institution
1811,QRLP6-U-3330023,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1812,QRLP6-U-3330001,Qatar University,Qatar,Academic Institution
1813,QRLP6-U-3330001,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1814,QRLP6-U-1712055,Oregon State University,United States,Academic Institution
1815,QRLP6-U-1712055,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1816,QRLP6-U-1711054,Texas A&amp;M University at Qatar,Qatar,Academic Institution
1817,QRLP6-U-1711054,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1818,QRLP6-U-1711052,Drexel University,United States,Academic Institution
1819,QRLP6-U-1711052,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1820,QRLP6-U-1711051,University of Illinois at Urbana-Champaign,United States,Academic Institution
1821,QRLP6-U-1711051,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1822,QRLP6-MG-3330027,Qatar Science and Technology Park (QSTP),Qatar,Academic Institution
1823,QRLP6-MG-3330027,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1824,QRLP6-MG-3330006,Qatar Foundation Research and Development,Qatar,Academic Institution
1825,QRLP6-MG-3330006,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1826,QRLP6-MG-1711048,Qatar Foundation Research and Development,Qatar,Academic Institution
1827,QRLP6-MG-1711048,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1828,QRLP6-MG-1711047,Qatar Foundation Research and Development,Qatar,Academic Institution
1829,QRLP6-MG-1711047,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1830,QRLP6-G-4440099,University of Westminster,United Kingdom,Academic Institution
1831,QRLP6-G-4440099,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1832,QRLP6-G-4440088,Georgia Institute of Technology (Georgia Tech),United States,Academic Institution
1833,QRLP6-G-4440088,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1834,QRLP6-G-4440071,Imperial College London,United Kingdom,Academic Institution
1835,QRLP6-G-4440071,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1836,QRLP6-G-3330121,Imperial College London,United Kingdom,Academic Institution
1837,QRLP6-G-3330121,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1838,QRLP6-G-3330114,University of Michigan,United States,Academic Institution
1839,QRLP6-G-3330114,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1840,QRLP6-G-3330109,Imperial College London,United Kingdom,Academic Institution
1841,QRLP6-G-3330109,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1842,QRLP6-G-3330101,Qatar University,Qatar,Academic Institution
1843,QRLP6-G-3330101,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
1844,QRLP6-G-3330088,University College London,United Kingdom,Academic Institution
1845,QRLP6-G-3330088,Qatar National Research Fund (QNRF),Qatar,Submitting Institution
