Proposal Number:,type,pub_title,authors,reference_no
NPRP 09 - 052 - 5 - 003,Conference Paper,A Learning System to Deliver Static and Dynamic Multimedia Tutorials for Children with Disabilities,"Jihad Mohamad Alja'am, Sawsan Saad, Amal Dandashi, Masoud Mwinyi, Ali M. Jaoua",DOI:10.1109/ICTEA.2012.6462899
NPRP 09 - 052 - 5 - 003,Conference Paper,A Mutimedia-based Ontology to Understand Animals Stories for Children with Intellectual Challenges,"Sami Abdelrahim Elzeiny, Sawsan Saad, Jihad Mohamad Alja'am",DOI:10.1109/ICTEA.2012.6462877
NPRP 09 - 052 - 5 - 003,Conference Paper,MeMaPad: An Edutainment System for Assisting Children with Moderate Intellectual and Learning Disability,"Moutaz S. Saleh, Jihad M. Aljaam Ali Karime, Abdulmotaleb El Saddik",DOI:10.1109/ICTEA.2012.6462866
NPRP 09 - 052 - 5 - 003,Conference Paper,On the Design of Learning Games and Puzzles for Children with Special Needs,Aws Fida El-Din,DOI:QNRFOLDPUB117
NPRP 09 - 052 - 5 - 003,Journal Paper,Understanding Simple Stories through Concepts Extraction and Multimedia Elements,"Masoud Udi Mwinyi, Sahar Ahmad Ismail",ISSN:1865-0929
NPRP 09 - 052 - 5 - 003,Journal Paper,Towards A Multimedia-Based Educational System for Children,Masoud Udi Mwinyi and Sahar Ahmad Ismail,ISSN:2078-7952
NPRP 09 - 052 - 5 - 003,Journal Paper,An Assistive Tutoring System for Teachers and Students with Intellectual Challenges,,ISSN:2091-0266
NPRP 09 - 052 - 5 - 003,Conference Paper,Lecture Notes in Computer Science,"Moutaz Saleh, Jihad M. Aljaam, Abdulmotaleb El Saddik",DOI:10.1007/978-3-319-08599-9
NPRP 09 - 052 - 5 - 003,Patent,Plug and Play Tangible User Interface System,"BASIM HAFIDH, HUSSEIN AL OSMAN, ALI KARIME, ABDULMOTALEB EL SADDIK, JIHAD M. ALJA’AM, MOUTAZ SALEH",Patent Office and Number:US0327430103
NPRP 09 - 052 - 5 - 003,Journal Paper,SmartPads: A Plug-N-Play Configurable Tangible User Interface,"Basim Hafidh, Hussein Al Osman, Ali Karime, Jihad Mohamad Alja'am, and Abdulmotaleb El Saddik",ISSN:13807501
NPRP 09 - 052 - 5 - 003,Journal Paper,The Multimedia-based Learning System Improved Cognitive Skills and Motivation of Disabled Children with a Very High Rate,"Amal Dandashi, Sawsan Saad, Jihad Mohamad Alja'am, Moutaz Saleh Mustafa",ISSN:11763647
NPRP 09 - 052 - 5 - 003,Book,"Computers Helping People with Special Needs, Lecture Notes in Computer Science",Moutaz Saleh Mustafa and Jihad Mohamad Alja'am,ISBN:9783319085982
NPRP 09 - 052 - 5 - 003,Conference Paper,An Arabic Ontology-based Learning System for Children with Intellectual Challenges,"Abdel Ghani Karkar, Moutaz Saleh Mustafa, Sawsan Saad, Jihad Mohamad Alja'am",DOI:10.1109/EDUCON.2014.6826165
NPRP 09 - 046 - 6 - 001,Conference Paper,Improved POS-Tagging for Arabic by Combining Diverse Taggers,"Maytham Alabbas
Allan Ramsay",DOI:10.1007/978-3-642-33409-2
NPRP 09 - 046 - 6 - 001,Conference Paper,"Exploiting Hidden Morphophonemic Constraints for finding the underlying forms for Arabic ""weak"" verbs",,DOI:QNRFOLDPUB120
NPRP 09 - 046 - 6 - 001,Conference Paper,Arabic treebank: from phrase structure trees to dependency trees,Maytham Alabass,DOI:QNRFOLDPUB174
NPRP 09 - 046 - 6 - 001,Conference Paper,Inference for Natural Language,Amal Alshahrani &amp; Allan Ramsay,DOI:10.1017/S1351324900002242
NPRP 09 - 046 - 6 - 001,Conference Paper,"Improved Parsing for Arabic by Combining Diverse Dependency Parsers, Human Language Technology Challenges for Computer Science and Linguistics","M Alabbas &amp; A M Ramsay,",DOI:10.1007/978-3-319-08958-4
NPRP 09 - 046 - 6 - 001,Conference Paper,Parser hybridisation for natural languages,Sardar Jaf and Allan Ramsay,DOI:10.0/NODOIAVAILABLE
NPRP 09 - 046 - 6 - 001,Conference Paper,Dealing with Emphatic Consonants to Improve the  Performance of Arabic Speech Recognition,"M Alsabaan, I Alsharhan, A M Ramsay &amp; H Mansour",DOI:10.1/NoDOIAvailable
NPRP 09 - 046 - 6 - 001,Journal Paper,Natural Language Inference for Arabic Using Extended Tree Edit Distance with Subtrees,Maytham Alabbas and Allan Ramsay,ISSN:10769757
NPRP 09 - 045 - 3 - 011,Conference Paper,Prevalence Of Conventional Versus Non-conventional Cardiovascular Risk Factors In Patients Following Percutaneous Coronary Intervention For Acute Coronary Syndrome,R. Jay Widmer; Mohamed Gomaa; Martin Reriani; Timothy Morgenthaler; Jassim Al Suwaidi; Amir Lerman,DOI:10.5339/qfarc.2014.HBOP0431
NPRP 09 - 045 - 3 - 011,Conference Paper,Prevalence of Conventional Versus Non-Conventional Cardiovascular Risk Factors in Patients Following Percutaneous Coronary Intervention for Acute Coronary Syndrome,"R. Jay Widmer, Gomaa, M, Reriani, MK, Lilach O Lerman, Al Suwaidi, J, and Lerman, A",DOI:10.5339/qfarc .2014.HBOP0431
NPRP 09 - 045 - 3 - 011,Journal Paper,Endothelial dysfunction and cardiovascular disease,R. Jay Widmer* and Amir Lerman,ISSN:25780786
NPRP 09 - 016 - 2 - 012,,,,
NPRP 09 - 002 - 2 - 001,,,,
NPRP 08 - 783 - 6 - 017,Online Paper,Islamic Medical and Scientific Ethics Research Project,Ayman Shabana and Frieda Wiebe,DOI:10.5339/qfarf.2011.aho9
NPRP 08 - 783 - 6 - 017,Conference Paper,Developing an Information Resource on Islamic Medical &amp; Scientific Ethics,,DOI:QNRFOLDPUB3
NPRP 08 - 783 - 6 - 017,Conference Paper,Developing an Information Resource on Islamic Medical and Scientific Ethics,,DOI:QNRFOLDPUB51
NPRP 08 - 783 - 6 - 017,Book,Islamic Medical &amp; Scientific Ethics,,ISBN:QNRFOLDPUB52
NPRP 08 - 783 - 6 - 017,Journal Paper,Islamic Medical and Scientific Ethics Database Tutorials,,ISSN:QNRFOLDPUB53
NPRP 08 - 777 - 1 - 141,Journal Paper,UNIVERSAL STABILITY PROPERTIES FOR MULTILAYER HELE-SHAW FLOWS AND APPLICATION TO INSTABILITY CONTROL,PRABIR DARIPA AND XUERU DING,ISSN:01693913
NPRP 08 - 777 - 1 - 141,Journal Paper,A Numerical Study of Instability Control for the Design of an Optimal Policy of Enhanced Oil Recovery by Tertiary Displacement Processes,Prabir Daripa · Xueru Ding,ISSN:01693913
NPRP 08 - 777 - 1 - 141,Journal Paper,On Stabilization of Multi-Layer Hele-Shaw and Porous Media Flows in the Presence of Gravity,Prabir Daripa,ISSN:01693913
NPRP 08 - 777 - 1 - 141,Journal Paper,Two stable methods with numerical experiments for solving the backward heat equation,"Fabien Ternat, Oscar Orellana, Prabir Daripa",ISSN:01689274
NPRP 08 - 777 - 1 - 141,Journal Paper,On an inverse problem: the recovery of non-smooth solutions to backward heat equation,"Fabien Ternat, Prabir Daripa, Oscar Orellana",ISSN:0307904x
NPRP 08 - 777 - 1 - 141,Journal Paper,Some Useful Upper Bounds for the Selection of Optimal Profiles,Prabir Daripa,ISSN:03784371
NPRP 08 - 777 - 1 - 141,Journal Paper,Selection principle of optimal profiles for multi-layer Hele-Shaw flows and stabilization,"Prabir Daripa, Xueru Ding",ISSN:01693913
NPRP 08 - 777 - 1 - 141,Journal Paper,On estimates for short wave stability and long wave instability in 3-layer Hele-Shaw flow,,ISSN:0378-4371
NPRP 08 - 777 - 1 - 141,Journal Paper,A numerical study of instability control for the design of an optimal policy of enhanced oil recovery by tertiary dispalcement processes,,ISSN:0169-3913
NPRP 08 - 777 - 1 - 141,Journal Paper,Rheology of Aqueous Solutions of Polymer-Surfactant Systems and their     dependence on Salt and Alkali,,ISSN:QNRFOLDPUB67
NPRP 08 - 777 - 1 - 141,Conference Paper,Mathematical problems arising in chemical enhance oil recovery,,DOI:QNRFOLDPUB68
NPRP 08 - 777 - 1 - 141,Journal Paper,On an inverse problem: the recovery of non-smooth solutions to a backward heat equation,,ISSN:0307-904X
NPRP 08 - 760 - 3 - 153,,,,
NPRP 08 - 746 - 2 - 318,,,,
NPRP 08 - 740 - 3 - 148,Journal Paper,iTRAQ-based Quantitative Protein Expression Profiling and MRM verification of markers in Type 2 diabetes.,"Kaur P, Rizk NM, Ibrahim S, Younes N, Uppal A, Dennis K, Karve T, Blakeslee K, Kwagyan J, Zirie M, Ressom HW, Cheema AK.",ISSN:23050762
NPRP 08 - 740 - 3 - 148,Journal Paper,Metabolomics: Approaches and Applications to Diabetes Research,"Anju Preet, Tejaswita M. Karve, Nasser Rizk and Amrita K. Cheema",ISSN:21556156
NPRP 08 - 740 - 3 - 148,Journal Paper,Quantitative metabolomic and lipidomic profiling reveals aberrant amino acid metabolism in type 2 diabetes.,"Prabhjit Kaur ,  Nasser Rizk ,  Sereen Ibrahim ,  Yue Luo ,  Noura Younes ,  Brian Perry ,  Kevin Dennis ,  Mahmoud Zirie ,  George Luta and Amrita K. Cheema",ISSN:1742206X
NPRP 08 - 740 - 3 - 148,Online Paper,iTRAQ-Based Quantitative Protein Expression Profiling and MRM Verification of Markers in Type 2 Diabetes,"Kaur, Prabhjit; Rizk, Nasser; Ibrahim, Sereen; Younes, Noura; Uppal, Arushi; Dennis, Kevin; Karve, Tejaswita; Blakeslee, Kenneth; Kwagyan, John; Zirie, Mahmoud; Ressom, Habtom; Cheema, Amrita",DOI:10.1021/pr300798z
NPRP 08 - 740 - 3 - 148,Journal Paper,Quantitative Metabolomic Profiling Reveals Aberrant Amino Acid Metabolism in Diabetes,"Prabhjit Kaur, Nasser Rizk, Noora Mohamad, Mahmoud Zirrie and Amrita Cheema",ISSN:23247761
NPRP 08 - 738 - 5 - 107,Conference Paper,Baseline data for Arabic acquisition with clinical applications: E-content challenges to-date,,DOI:QNRFOLDPUB9
NPRP 08 - 718 - 5 - 104,Journal Paper,Exchange Rate Pass-Through into Retail Prices,"Alexis Antoniades
Nicola Zaniboni",ISSN:14682354
NPRP 08 - 710 - 6 - 015,Book,معلم اللغة العربية لغير الناطقين,Yehia Mohamed,ISBN:9786039080817
NPRP 08 - 705 - 3 - 144,Journal Paper,"Synthesis and Preliminary Investigations of the siRNA Delivery Potential of Novel, Single-Chain Rigid Cationic Carotenoid Lipids","Michael D. Pungente*, Emile Jubeli, Christer L. Øpstad, Mais Al-Kawaz, Nour Barakat, Tarek Ibrahim, Nada Abdul Khalique, Liji Raju, Rachel Jones, Philip L. Leopold, Hans-Richard Sliwka and Vassilia Partali",ISSN:14203049
NPRP 08 - 705 - 3 - 144,Journal Paper,Novel Cationic Carotenoid Lipids as Delivery Vectors of Antisense Oligonucleotides for Exon Skipping in Duchenne Muscular Dystrophy,"Linda J. Popplewell, Aseel Abu-Dayya, Tushar Khanna, Marcella Flinterman, Nada Abdul Khalique, Liji Raju, Christer L. Øpstad, Hans-Richard Sliwka, Vassilia Partali, George Dickson and Michael D. Pungente*",ISSN:14203049
NPRP 08 - 705 - 3 - 144,Conference Paper,"A Novel Class of Rigid, Cationic Nucleic Acid Transfection Reagents Based on Carotenoid Lipids","Michael D. Pungente, Christer L. Opstad, Vassila Partali, Richard Sliwka, Sharen Joseph, Dhanya Vijayakumar and Philip L. Leopold",DOI:10.1038/mt.2009.106
NPRP 08 - 705 - 3 - 144,Conference Paper,Impact of Novel Biologically Active Chromophores on Common Bioassays,"N Bilchuk, C Zegel, HH Lou, V Partali, H-R Sliwka, M Flinterman, MD Pungente, PL Leopold",DOI:10.1038/mt.2012.86
NPRP 08 - 705 - 3 - 144,Conference Paper,Novel carotenoid lipid vectors for ocular gene therapy,"Susana Machado, Sofia Calado, Ana Vanessa Oliveira, Susana Jorge, Christer L. Øpstad, Hans-Richard Sliwka, Vassilia Partali, Michael Pungente, Gabriela Silva",DOI:10.1089/hum.2012.2519
NPRP 08 - 705 - 3 - 144,Conference Paper,In Vitro Nucleic Acid Delivery Using Novel Cationic Lipids with Rigid Hydrophobic Domains,Michael D. Pungente,DOI:10.000/NPRP144.001
NPRP 08 - 705 - 3 - 144,Journal Paper,"Synthesis, self-assembling and gene delivery potential of a novel highly unsaturated, conjugated cationic phospholipid","Christer L. Øpstad, Hans-Richard Sliwka, Vassilia Partali, Arnljot Elgsaeter, Philip Leopold, Emile Jubeli, Nada Abdul Khalique, Liji Raju, Michael Pungente",ISSN:00093084
NPRP 08 - 705 - 3 - 144,Conference Paper,"Exploring co-lipid formulations with a novel rigid, polyene cationic nucleic acid delivery vector",,DOI:QNRFOLDPUB2
NPRP 08 - 705 - 3 - 144,Journal Paper,Aspects of nonviral gene therapy: Correlation of molecular parameters with lipoplex structure and transfection efficacy in pyridinium-based cationic lipids,"Paria Parvizi, Emile Jubeli, Liji Raju, Nada Abdul Khalique, Ahmed Almeer, Hebatalla Allam, Maryem Al Manaa, Helge Larsen, David Nicholson,
Michael D. Pungente, Thomas M. Fyles",ISSN:03785173
NPRP 08 - 705 - 3 - 144,Journal Paper,Novel cationic polyene glycol phospholipids as DNA transfer reagents–lack of a structure-activity relationship due to uncontrolled self-assembling processes,"Christer L. Øpstad, Muhammad Zeeshan, Asma Zaidi, Hans-Richard Sliwka, Vassilia Partali, David G. Nicholson, Chinmay Surve, Mitchell A. Izower, Natalia Bilchuk, Howard H. Lou, Philip. L. Leopold, Helge Larsen, Alexandra Liberska, Nada Abdul Khalique, Liji Raju, Marcella Flinterman, Emile Jubeli, Michael D. Pungente",ISSN:00093084
NPRP 08 - 705 - 3 - 144,Journal Paper,Cationic Polyene Phospholipids as DNA Carriers for Ocular Gene Therapy,"1.	Susana Machado, Sofia Calado, Ana Vanessa Oliveira, Susana Jorge, Christer L. Øpstad, Hans-Richard Sliwka, Vassilia Partali, Michael D. Pungente*, Gabriela Silva*",ISSN:23146133
NPRP 08 - 705 - 3 - 144,Conference Paper,Synthetic cationic polyene glycol phospholipids as traceable Nucleic Acid transfer reagents,Michael D Pungente,DOI:10.000/MDPL.2014.00.004
NPRP 08 - 705 - 3 - 144,Journal Paper,Polyene-based cationic lipids as visually traceable siRNA transfer reagents,"Emile Jubeli, Liji Raju, Nada Abdul Khalique, Natalia Bilchuk, Cory Zegel, Agape Chen, Howard H. Lou, Christer L. Øpstad, Muhammad Zeeshan, Hans-Richard Sliwka, Vassilia Partali, Philip L. Leopold, Michael D. Pungente",ISSN:09396411
NPRP 08 - 700 - 2 - 296,Online Paper,Design of a Low-Cost MEMS Monolithically- Integrated Relative Humidity Sensor,"Paul-Vahé Cicek1, Tanmoy Saha1, Bichoy Waguih2, Frederic Nabki3, Mourad N. El-Gamal1",DOI:DOI: 08.000/NPRP5772.001
NPRP 08 - 700 - 2 - 296,Journal Paper,STATISTICAL ANALYSIS OF ELECTROMAGNETIC FIELD INSIDE A JET ENGINE USING THE REVERBERATION CHAMBER APPROACH,"A. F. Abdelaziz, D. Trinchero, and T. Khattab",ISSN:19378726
NPRP 08 - 700 - 2 - 296,Conference Paper,On the Statistical Distribution of Electric Field Inside Jet Engines,"A. Krishna, T. Khattab, A. F. Abdelaziz, and M. Guizani",DOI:10.1109/APS.2013.6348952
NPRP 08 - 700 - 2 - 296,Conference Paper,New Methodology for Field Analysis inside Jet Engines and Large Metallic Enclosures,,DOI:QNRFOLDPUB88
NPRP 08 - 693 - 2 - 290,Conference Paper,Evaluation of Effective Conductivity and Heat Transfer Coefficient for Aggregates Bed in Aggregates Cooling Drums,,DOI:QNRFOLDPUB15
NPRP 08 - 693 - 2 - 290,Journal Paper,Prediction of Thermal Conductivity of Aggregates of Different Consolidated Solids using a Finite Element Model,,ISSN:QNRFOLDPUB70
NPRP 08 - 693 - 2 - 290,Conference Paper,Development Of A Belt Conveyor Cooling System For Concrete Aggregates,,DOI:QNRFOLDPUB149
NPRP 08 - 693 - 2 - 290,Patent,Aggregate cooling for hot weather concreting,"Abdel Magid Hamouda, Khaled Ibrahim ElSayed Ahmed, Seyed Sajad Mirjavadi, Mohamed Gadala,",Patent Office and Number:US20160279826
NPRP 08 - 691 - 2 - 289,Online Paper,Wave Propagation in a 3D Fully Nonlinear Numerical Wave Tank Based on MTF+DZ Method,"Gang Xu , Abdelmagid Salem Hamouda and Boo Cheong Khoo",DOI:10.5339/qfarf.2011.egp6
NPRP 08 - 691 - 2 - 289,Conference Paper,"Wave Propagation in a Three-Dimensional, Fully-Nonlinear Numerical Wave Tank Based on Multi-transmitting Formula Coupled Damping Zone Method   Read More: http://www.qscience.com/doi/abs/10.5339/qfarf.","Gang Xu
, A.M.S. Hamouda
, B.C. Khoo
, Wenyang Duan",DOI:10.5339/qfarf.2011.egp6
NPRP 08 - 691 - 2 - 289,Conference Paper,Numerical analysis of three-dimensional sloshing in random excitation,,DOI:QNRFOLDPUB14
NPRP 08 - 691 - 2 - 289,Journal Paper,Numerical simulation of fully nonlinear sloshing waves in three-dimensional tank under random excitation,,ISSN:0029-8018
NPRP 08 - 691 - 2 - 289,Journal Paper,Irregular wave propagation in a 3D fully nonlinear numerical wave tank,,ISSN:QNRFOLDPUB71
NPRP 08 - 691 - 2 - 289,Conference Paper,Wave propagation in a three-dimensional fully nonlinear numerical wave tank based on multi-transmitting formula coupled damping zone method,,DOI:10.5339/qfarf.2011.egp6
NPRP 08 - 691 - 2 - 289,Conference Paper,Numerical simulation of fully nonlinear sloshing waves in 3D tank under random excitation,,DOI:QNRFOLDPUB72
NPRP 08 - 691 - 2 - 289,Conference Paper,Second-order Wave Radiation by Multiple Cylinders in Time Domain through the Finite Element Method,,DOI:QNRFOLDPUB73
NPRP 08 - 691 - 2 - 289,Conference Paper,Time-domain simulation of second-order wave diffraction in irregular wave,,DOI:10.1115/OMAE2012-83198
NPRP 08 - 691 - 2 - 289,Conference Paper,Time-domain simulation of second-order wave-body interaction based on MTF coupled with DZ method for radiation condition,,DOI:10.1115/OMAE2012-83198
NPRP 08 - 691 - 2 - 289,Journal Paper,Wave propagation in a three-dimensional fully nonlinear numerical wave tank based on MTF coupled with damping zone method for the downstream boundary,,ISSN:0045-7930
NPRP 08 - 691 - 2 - 289,Journal Paper,Fully nonlinear simulations of wave resonance by an array of cylinders in vertical motions through a higher order finite element method,,ISSN:1001-6058
NPRP 08 - 691 - 2 - 289,Journal Paper,A fully coupled ship motion and sloshing analysis in various geometries,,ISSN:0948-4280
NPRP 08 - 691 - 2 - 289,Conference Paper,Numerical Simulations of Interactions Between Nonlinear Waves and Multiple Structures,,DOI:QNRFOLDPUB189
NPRP 08 - 691 - 2 - 289,Journal Paper,Numerical simulation of fully nonlinear sloshing waves,,ISSN:2093-6702
NPRP 08 - 691 - 2 - 289,Conference Paper,Wave propagation in a 3D fully nonlinear numerical wave tank,,DOI:QNRFOLDPUB190
NPRP 08 - 691 - 2 - 289,Journal Paper,A 3Dfullycoupledanalysisofnonlinearsloshingandshipmotion,,ISSN:0029-8018
NPRP 08 - 670 - 1 - 124,Journal Paper,CO2 Adsorption Studies on Prussian Blue Analogues,"F. Karadas, H. El-Faki, E. Deniz, C.T. Yavuz, S. Aparicio, M. Atilhan",ISSN:13871811
NPRP 08 - 670 - 1 - 124,Journal Paper,Highly Stable Nanoporous Sulfur-Bridged Covalent Organic Polymers for Carbon Dioxide Removal,"Hasmukh A. Patel, Ferdi Karadas, Jeehye Byun, Joonho Park, Erhan Deniz,
Ali Canlier, Yousung Jung,* Mert Atilhan,* and Cafer T. Yavuz*",ISSN:16163028
NPRP 08 - 670 - 1 - 124,Journal Paper,"CO2 Adsorption Studies on Hydroxy Metal Carbonates M(CO3)x(OH)y (M = Zn, Zn","Ferdi Karadas,† Cafer T. Yavuz,‡ Sonia Zulfiqar,‡ Santiago Aparicio,§ Galen D. Stucky,|| and Mert Atilhan*,†",ISSN:DOI: 10.1021/la201569m
NPRP 08 - 670 - 1 - 124,Conference Paper,CO2 adsorption behavior of metal hydroxy carbonate compounds,,DOI:0065-7727
NPRP 08 - 670 - 1 - 124,Conference Paper,CO2 adsorption studies on inorganic porous materials,,DOI:QNRFOLDPUB13
NPRP 08 - 670 - 1 - 124,Journal Paper,CO2 Adsorption Studies on Hydroxy Metal Carbonates M(CO3)x(OH)y 2 at High Pressures,,ISSN:0743-7463
NPRP 08 - 670 - 1 - 124,Journal Paper,High capacity carbon dioxide adsorption by inexpensive covalent organic polymers,,ISSN:8431-8437
NPRP 08 - 670 - 1 - 124,Journal Paper,A combined computational and experimental study of high pressure and supercritical CO2 adsorption on Basolite MOFs,"Erhan Deniz, Ferdi Karadas, Hasmukh A. Patel, Santiago Aparicio* and Cafer T
Yavuz* and Mert Atilhan*",ISSN:13871811
NPRP 08 - 663 - 3 - 140,Journal Paper,Human ESC-derived hemogenic endothelial cells undergo distinct waves of endothelial to hematopoietic transition,"Shahin Rafii, Christopher C. Kloss, Jason M. Butler, Michael Ginsberg, Eric Gars, Raphael Lis, Qiansheng Zhan, Pavle Josipovic, Bi-Sen Ding, Jenny Xiang, Olivier Elemento, Nikica Zaninovic, Zev Rosenwaks, Michel Sadelain, Jeremie A. Rafii and Daylon James",ISSN:00064971
NPRP 08 - 663 - 3 - 140,Online Paper,Efficient Direct Reprogramming of Mature Amniotic Cells into Endothelial Cells by ETS Factors and TGFß Suppression,"Michael Ginsberg,1 Daylon James,1,6 Bi-Sen Ding,1 Daniel Nolan,1 Fuqiang Geng,1 Jason M. Butler,1 William Schachterle,1 Venkat R. Pulijaal,4 Susan Mathew,4 Stephen T. Chasen,2 Jenny Xiang,3 Zev Rosenwaks,6 Koji Shido,1 Olivier Elemento,5 Sina Y. Rabbany,1,7 and Shahin Rafii1,*",DOI:10.1016/j.cell.2012.09.032
